delivery_id,order_id,order_date,estimated_delivery_date,delivered_date,delivery_partner,delivery_status
DLV02860,ORD02860,2025-06-05,2025-06-10,,Ecom Express,Out for Delivery
DLV02861,ORD02861,2025-12-10,2025-12-12,,Delhivery,Failed
DLV02862,ORD02862,2025-08-12,2025-08-17,,XpressBees,Delayed
DLV02863,ORD02863,2025-08-31,2025-09-06,,Delhivery,In Transit
DLV02864,ORD02864,2025-12-16,2025-12-20,2025-12-21,Delhivery,Delivered
DLV02865,ORD02865,2025-11-21,2025-11-25,,XpressBees,Out for Delivery
DLV02866,ORD02866,2025-11-06,2025-11-13,,DTDC,In Transit
DLV02867,ORD02867,2025-06-05,2025-06-09,,DTDC,Out for Delivery
DLV02868,ORD02868,2025-04-25,2025-04-27,,XpressBees,Out for Delivery
DLV02869,ORD02869,2025-02-28,2025-03-03,,Delhivery,Out for Delivery
DLV02870,ORD02870,2025-10-28,2025-11-02,,Delhivery,Delayed
DLV02871,ORD02871,2025-12-08,2025-12-10,,Blue Dart,In Transit
DLV02872,ORD02872,2025-09-29,2025-10-04,,DTDC,Failed
DLV02873,ORD02873,2025-12-17,2025-12-22,,Ecom Express,Out for Delivery
DLV02874,ORD02874,2025-04-23,2025-04-29,,Delhivery,Delayed
DLV02875,ORD02875,2025-08-25,2025-08-31,2025-09-01,Blue Dart,Delivered
DLV02876,ORD02876,2025-08-09,2025-08-14,,DTDC,In Transit
DLV02877,ORD02877,2025-08-28,2025-08-30,2025-08-30,Ecom Express,Delivered
DLV02878,ORD02878,2025-08-15,2025-08-21,,XpressBees,In Transit
DLV02879,ORD02879,2025-06-04,2025-06-08,,XpressBees,Out for Delivery
DLV02880,ORD02880,2025-02-06,2025-02-11,,DTDC,In Transit
DLV02881,ORD02881,2025-07-06,2025-07-13,2025-07-12,Blue Dart,Delivered
DLV02882,ORD02882,2025-10-17,2025-10-22,2025-10-25,XpressBees,Delivered
DLV02883,ORD02883,2025-12-21,2025-12-27,,DTDC,In Transit
DLV02884,ORD02884,2025-01-13,2025-01-17,,Blue Dart,Delayed
DLV02885,ORD02885,2025-07-03,2025-07-05,,Blue Dart,In Transit
DLV02886,ORD02886,2025-04-01,2025-04-07,,XpressBees,In Transit
DLV02887,ORD02887,2025-09-21,2025-09-24,,Blue Dart,Delayed
DLV02888,ORD02888,2025-01-23,2025-01-28,2025-01-29,DTDC,Delivered
DLV02889,ORD02889,2025-12-19,2025-12-26,,Ecom Express,In Transit
DLV02890,ORD02890,2025-03-24,2025-03-31,,Delhivery,Out for Delivery
DLV02891,ORD02891,2025-05-04,2025-05-06,,Blue Dart,Delayed
DLV02892,ORD02892,2025-11-21,2025-11-23,,Delhivery,Delayed
DLV02893,ORD02893,2025-03-29,2025-04-03,,Blue Dart,In Transit
DLV02894,ORD02894,2025-01-15,2025-01-17,,Blue Dart,In Transit
DLV02895,ORD02895,2025-03-27,2025-04-03,,Delhivery,Out for Delivery
DLV02896,ORD02896,2025-03-02,2025-03-06,,XpressBees,Out for Delivery
DLV02897,ORD02897,2025-06-13,2025-06-17,2025-06-18,Blue Dart,Delivered
DLV02898,ORD02898,2025-02-12,2025-02-18,,Delhivery,Delayed
DLV02899,ORD02899,2025-12-27,2025-12-29,,Delhivery,Out for Delivery
DLV02900,ORD02900,2025-01-26,2025-01-29,,Ecom Express,In Transit
DLV02901,ORD02901,2025-03-01,2025-03-07,2025-03-08,DTDC,Delivered
DLV02902,ORD02902,2025-09-15,2025-09-20,,Ecom Express,In Transit
DLV02903,ORD02903,2025-01-19,2025-01-26,2025-01-28,Blue Dart,Delivered
DLV02904,ORD02904,2025-04-28,2025-05-05,,Blue Dart,In Transit
DLV02905,ORD02905,2025-09-07,2025-09-09,,Ecom Express,Failed
DLV02906,ORD02906,2025-02-06,2025-02-09,,XpressBees,Delayed
DLV02907,ORD02907,2025-01-07,2025-01-09,,Delhivery,Failed
DLV02908,ORD02908,2025-01-07,2025-01-10,2025-01-09,Ecom Express,Delivered
DLV02909,ORD02909,2025-10-22,2025-10-28,2025-10-30,XpressBees,Delivered
DLV02910,ORD02910,2025-05-05,2025-05-11,2025-05-10,Delhivery,Delivered
DLV02911,ORD02911,2025-05-01,2025-05-04,,Delhivery,In Transit
DLV02912,ORD02912,2025-01-31,2025-02-02,,Blue Dart,Out for Delivery
DLV02913,ORD02913,2025-05-09,2025-05-16,,XpressBees,Out for Delivery
DLV02914,ORD02914,2025-05-01,2025-05-07,,Ecom Express,Failed
DLV02915,ORD02915,2025-03-05,2025-03-10,,XpressBees,In Transit
DLV02916,ORD02916,2025-05-19,2025-05-24,,DTDC,Delayed
DLV02917,ORD02917,2025-07-10,2025-07-14,,XpressBees,Delayed
DLV02918,ORD02918,2025-03-05,2025-03-09,,Ecom Express,Out for Delivery
DLV02919,ORD02919,2025-10-10,2025-10-14,,XpressBees,Failed
DLV02920,ORD02920,2025-07-18,2025-07-20,,DTDC,Delayed
DLV02921,ORD02921,2025-03-30,2025-04-01,,XpressBees,Failed
DLV02922,ORD02922,2025-03-18,2025-03-22,,DTDC,Out for Delivery
DLV02923,ORD02923,2025-05-30,2025-06-01,2025-06-04,XpressBees,Delivered
DLV02924,ORD02924,2025-01-02,2025-01-09,,DTDC,Delayed
DLV02925,ORD02925,2025-06-26,2025-06-28,,Delhivery,Delayed
DLV02926,ORD02926,2025-04-24,2025-05-01,,DTDC,Delayed
DLV02927,ORD02927,2025-03-27,2025-04-01,,DTDC,Delayed
DLV02928,ORD02928,2025-04-08,2025-04-12,,XpressBees,Failed
DLV02929,ORD02929,2025-05-24,2025-05-28,2025-05-27,Ecom Express,Delivered
DLV02930,ORD02930,2025-09-02,2025-09-09,,Ecom Express,Out for Delivery
DLV02931,ORD02931,2025-08-03,2025-08-05,,Blue Dart,In Transit
DLV02932,ORD02932,2025-08-20,2025-08-24,,Ecom Express,Out for Delivery
DLV02933,ORD02933,2025-05-12,2025-05-19,2025-05-20,Ecom Express,Delivered
DLV02934,ORD02934,2025-03-02,2025-03-06,,Blue Dart,In Transit
DLV02935,ORD02935,2025-11-08,2025-11-10,,Blue Dart,Delayed
DLV02936,ORD02936,2025-03-19,2025-03-24,2025-03-26,Ecom Express,Delivered
DLV02937,ORD02937,2025-09-21,2025-09-27,,DTDC,Out for Delivery
DLV02938,ORD02938,2025-11-10,2025-11-13,,Delhivery,Out for Delivery
DLV02939,ORD02939,2025-07-09,2025-07-14,,Delhivery,Failed
DLV02940,ORD02940,2025-03-27,2025-03-30,2025-03-29,Delhivery,Delivered
DLV02941,ORD02941,2025-12-17,2025-12-21,,DTDC,Failed
DLV02942,ORD02942,2025-10-10,2025-10-16,,Ecom Express,Out for Delivery
DLV02943,ORD02943,2025-09-08,2025-09-14,,XpressBees,In Transit
DLV02944,ORD02944,2025-02-24,2025-02-26,,Blue Dart,Delayed
DLV02945,ORD02945,2025-06-22,2025-06-24,,Delhivery,Out for Delivery
DLV02946,ORD02946,2025-10-12,2025-10-18,,Delhivery,Delayed
DLV02947,ORD02947,2025-06-12,2025-06-17,,Blue Dart,Out for Delivery
DLV02948,ORD02948,2025-10-29,2025-11-01,,Blue Dart,In Transit
DLV02949,ORD02949,2025-06-26,2025-07-02,,DTDC,Delayed
DLV02950,ORD02950,2025-02-03,2025-02-10,,XpressBees,Delayed
DLV02951,ORD02951,2025-10-17,2025-10-24,,Blue Dart,Out for Delivery
DLV02952,ORD02952,2025-09-11,2025-09-13,2025-09-13,Ecom Express,Delivered
DLV02953,ORD02953,2025-02-28,2025-03-05,2025-03-04,Blue Dart,Delivered
DLV02954,ORD02954,2025-12-02,2025-12-06,,Ecom Express,In Transit
DLV02955,ORD02955,2025-07-23,2025-07-30,,XpressBees,Delayed
DLV02956,ORD02956,2025-02-26,2025-03-02,2025-03-01,Blue Dart,Delivered
DLV02957,ORD02957,2025-08-18,2025-08-22,,Delhivery,Out for Delivery
DLV02958,ORD02958,2025-08-07,2025-08-10,,Blue Dart,Delayed
DLV02959,ORD02959,2025-09-24,2025-09-28,,Blue Dart,Out for Delivery
DLV02960,ORD02960,2025-11-02,2025-11-06,,Blue Dart,In Transit
DLV02961,ORD02961,2025-01-31,2025-02-03,,DTDC,Out for Delivery
DLV02962,ORD02962,2025-09-09,2025-09-14,,Delhivery,In Transit
DLV02963,ORD02963,2025-05-01,2025-05-04,,Blue Dart,Failed
DLV02964,ORD02964,2025-08-27,2025-09-03,,Blue Dart,Out for Delivery
DLV02965,ORD02965,2025-06-05,2025-06-12,,Ecom Express,Delayed
DLV02966,ORD02966,2025-07-21,2025-07-28,,Blue Dart,Delayed
DLV02967,ORD02967,2025-03-12,2025-03-17,,XpressBees,Failed
DLV02968,ORD02968,2025-12-03,2025-12-10,,Ecom Express,Delayed
DLV02969,ORD02969,2025-02-08,2025-02-15,2025-02-14,Delhivery,Delivered
DLV02970,ORD02970,2025-08-04,2025-08-11,,XpressBees,Out for Delivery
DLV02971,ORD02971,2025-12-25,2026-01-01,2026-01-02,Delhivery,Delivered
DLV02972,ORD02972,2025-11-11,2025-11-18,2025-11-19,Delhivery,Delivered
DLV02973,ORD02973,2025-12-10,2025-12-12,,Ecom Express,Failed
DLV02974,ORD02974,2025-10-22,2025-10-25,,DTDC,Out for Delivery
DLV02975,ORD02975,2025-04-20,2025-04-25,,DTDC,In Transit
DLV02976,ORD02976,2025-07-18,2025-07-25,,Ecom Express,In Transit
DLV02977,ORD02977,2025-04-12,2025-04-14,,DTDC,Out for Delivery
DLV02978,ORD02978,2025-10-21,2025-10-28,2025-10-30,Delhivery,Delivered
DLV02979,ORD02979,2025-09-11,2025-09-14,,Ecom Express,In Transit
DLV02980,ORD02980,2025-03-07,2025-03-13,,DTDC,Delayed
DLV02981,ORD02981,2025-10-23,2025-10-29,,DTDC,Failed
DLV02982,ORD02982,2025-05-30,2025-06-06,,XpressBees,In Transit
DLV02983,ORD02983,2025-05-09,2025-05-12,,Blue Dart,Delayed
DLV02984,ORD02984,2025-10-28,2025-10-31,,Ecom Express,In Transit
DLV02985,ORD02985,2025-02-25,2025-02-28,,DTDC,Failed
DLV02986,ORD02986,2025-10-23,2025-10-30,,XpressBees,In Transit
DLV02987,ORD02987,2025-02-21,2025-02-25,,XpressBees,Delayed
DLV02988,ORD02988,2025-02-11,2025-02-15,,Delhivery,Failed
DLV02989,ORD02989,2025-12-07,2025-12-14,,Blue Dart,Delayed
DLV02990,ORD02990,2025-03-14,2025-03-16,,Delhivery,Failed
DLV02991,ORD02991,2025-11-14,2025-11-16,,XpressBees,Out for Delivery
DLV02992,ORD02992,2025-08-12,2025-08-18,2025-08-20,Ecom Express,Delivered
DLV02993,ORD02993,2025-06-21,2025-06-23,,DTDC,Out for Delivery
DLV02994,ORD02994,2025-10-18,2025-10-22,2025-10-21,Delhivery,Delivered
DLV02995,ORD02995,2025-11-01,2025-11-06,,Blue Dart,Out for Delivery
DLV02996,ORD02996,2025-12-02,2025-12-08,,Delhivery,Failed
DLV02997,ORD02997,2025-04-22,2025-04-24,2025-04-25,Delhivery,Delivered
DLV02998,ORD02998,2025-11-23,2025-11-26,,Ecom Express,Failed
DLV02999,ORD02999,2025-02-10,2025-02-12,,Delhivery,Out for Delivery
DLV03000,ORD03000,2025-08-20,2025-08-22,,DTDC,Failed
DLV03001,ORD03001,2025-06-23,2025-06-29,,Delhivery,Out for Delivery
DLV03002,ORD03002,2025-11-11,2025-11-14,,Delhivery,In Transit
DLV03003,ORD03003,2025-01-30,2025-02-05,,Delhivery,Failed
DLV03004,ORD03004,2025-08-01,2025-08-06,,Delhivery,Failed
DLV03005,ORD03005,2025-06-24,2025-06-26,,XpressBees,Failed
DLV03006,ORD03006,2025-08-11,2025-08-15,2025-08-14,DTDC,Delivered
DLV03007,ORD03007,2025-10-29,2025-11-01,2025-11-04,Blue Dart,Delivered
DLV03008,ORD03008,2025-11-21,2025-11-26,,Blue Dart,Out for Delivery
DLV03009,ORD03009,2025-11-06,2025-11-11,,Blue Dart,Delayed
DLV03010,ORD03010,2025-09-07,2025-09-14,,XpressBees,Out for Delivery
DLV03011,ORD03011,2025-04-12,2025-04-15,,Blue Dart,Delayed
DLV03012,ORD03012,2025-09-30,2025-10-06,,Ecom Express,Out for Delivery
DLV03013,ORD03013,2025-02-26,2025-03-02,,Delhivery,In Transit
DLV03014,ORD03014,2025-06-06,2025-06-09,2025-06-09,Ecom Express,Delivered
DLV03015,ORD03015,2025-10-07,2025-10-12,,XpressBees,Failed
DLV03016,ORD03016,2025-01-11,2025-01-16,,Blue Dart,In Transit
DLV03017,ORD03017,2025-04-23,2025-04-27,,XpressBees,Delayed
DLV03018,ORD03018,2025-09-09,2025-09-12,,XpressBees,In Transit
DLV03019,ORD03019,2025-01-10,2025-01-14,,DTDC,Failed
DLV03020,ORD03020,2025-10-31,2025-11-03,,Blue Dart,Failed
DLV03021,ORD03021,2025-05-21,2025-05-23,,Delhivery,Delayed
DLV03022,ORD03022,2025-01-03,2025-01-05,,XpressBees,Out for Delivery
DLV03023,ORD03023,2025-11-24,2025-11-26,,Blue Dart,Delayed
DLV03024,ORD03024,2025-12-03,2025-12-06,,XpressBees,Out for Delivery
DLV03025,ORD03025,2025-05-22,2025-05-25,,Blue Dart,Delayed
DLV03026,ORD03026,2025-01-09,2025-01-13,,Ecom Express,Failed
DLV03027,ORD03027,2025-04-03,2025-04-09,2025-04-12,DTDC,Delivered
DLV03028,ORD03028,2025-02-24,2025-03-01,,Blue Dart,Delayed
DLV03029,ORD03029,2025-12-16,2025-12-21,2025-12-20,Blue Dart,Delivered
DLV03030,ORD03030,2025-10-12,2025-10-15,2025-10-14,Blue Dart,Delivered
DLV03031,ORD03031,2025-09-11,2025-09-17,,Delhivery,Failed
DLV03032,ORD03032,2025-12-13,2025-12-15,2025-12-16,Delhivery,Delivered
DLV03033,ORD03033,2025-09-20,2025-09-25,,Delhivery,In Transit
DLV03034,ORD03034,2025-10-30,2025-11-02,,XpressBees,Delayed
DLV03035,ORD03035,2025-11-19,2025-11-26,2025-11-28,Blue Dart,Delivered
DLV03036,ORD03036,2025-07-04,2025-07-06,2025-07-05,Ecom Express,Delivered
DLV03037,ORD03037,2025-06-13,2025-06-19,,Blue Dart,Out for Delivery
DLV03038,ORD03038,2025-02-05,2025-02-10,,XpressBees,In Transit
DLV03039,ORD03039,2025-12-31,2026-01-04,,DTDC,Failed
DLV03040,ORD03040,2025-09-20,2025-09-24,,Blue Dart,Out for Delivery
DLV03041,ORD03041,2025-03-08,2025-03-10,,DTDC,Failed
DLV03042,ORD03042,2025-11-23,2025-11-28,,Delhivery,Delayed
DLV03043,ORD03043,2025-07-14,2025-07-19,,DTDC,In Transit
DLV03044,ORD03044,2025-12-22,2025-12-28,,Delhivery,In Transit
DLV03045,ORD03045,2025-02-06,2025-02-13,,Ecom Express,Delayed
DLV03046,ORD03046,2025-10-26,2025-10-29,,Delhivery,Failed
DLV03047,ORD03047,2025-06-20,2025-06-22,,DTDC,In Transit
DLV03048,ORD03048,2025-11-12,2025-11-17,,DTDC,Out for Delivery
DLV03049,ORD03049,2025-07-02,2025-07-04,,DTDC,In Transit
DLV03050,ORD03050,2025-05-12,2025-05-19,,XpressBees,Delayed
DLV03051,ORD03051,2025-12-30,2026-01-01,,XpressBees,Delayed
DLV03052,ORD03052,2025-11-11,2025-11-15,,DTDC,In Transit
DLV03053,ORD03053,2025-06-24,2025-06-29,,Delhivery,Failed
DLV03054,ORD03054,2025-03-23,2025-03-29,,Delhivery,Out for Delivery
DLV03055,ORD03055,2025-04-30,2025-05-03,2025-05-03,Blue Dart,Delivered
DLV03056,ORD03056,2025-09-14,2025-09-16,,Blue Dart,Failed
DLV03057,ORD03057,2025-05-24,2025-05-28,,DTDC,Out for Delivery
DLV03058,ORD03058,2025-06-14,2025-06-17,,Delhivery,Failed
DLV03059,ORD03059,2025-09-14,2025-09-16,,Blue Dart,Out for Delivery
DLV03060,ORD03060,2025-12-17,2025-12-23,,DTDC,In Transit
DLV03061,ORD03061,2025-03-22,2025-03-29,2025-03-29,DTDC,Delivered
DLV03062,ORD03062,2025-09-15,2025-09-18,,Ecom Express,Delayed
DLV03063,ORD03063,2025-08-30,2025-09-06,,Blue Dart,Delayed
DLV03064,ORD03064,2025-03-27,2025-04-02,,DTDC,Out for Delivery
DLV03065,ORD03065,2025-06-23,2025-06-28,,Delhivery,Delayed
DLV03066,ORD03066,2025-09-06,2025-09-11,,DTDC,In Transit
DLV03067,ORD03067,2025-05-17,2025-05-24,,XpressBees,Delayed
DLV03068,ORD03068,2025-05-21,2025-05-23,,DTDC,Failed
DLV03069,ORD03069,2025-10-04,2025-10-10,2025-10-09,Delhivery,Delivered
DLV03070,ORD03070,2025-07-02,2025-07-06,,Ecom Express,Failed
DLV03071,ORD03071,2025-01-03,2025-01-08,,Delhivery,Delayed
DLV03072,ORD03072,2025-01-20,2025-01-25,,Ecom Express,Delayed
DLV03073,ORD03073,2025-10-06,2025-10-10,,Delhivery,Delayed
DLV03074,ORD03074,2025-06-06,2025-06-12,2025-06-13,Ecom Express,Delivered
DLV03075,ORD03075,2025-01-14,2025-01-19,,Ecom Express,Failed
DLV03076,ORD03076,2025-12-15,2025-12-22,,Delhivery,In Transit
DLV03077,ORD03077,2025-01-10,2025-01-14,,DTDC,Delayed
DLV03078,ORD03078,2025-04-13,2025-04-18,,XpressBees,Failed
DLV03079,ORD03079,2025-09-10,2025-09-16,,Delhivery,Delayed
DLV03080,ORD03080,2025-03-15,2025-03-19,,XpressBees,In Transit
DLV03081,ORD03081,2025-03-03,2025-03-09,2025-03-11,Delhivery,Delivered
DLV03082,ORD03082,2025-05-07,2025-05-12,,XpressBees,In Transit
DLV03083,ORD03083,2025-09-21,2025-09-26,,Ecom Express,In Transit
DLV03084,ORD03084,2025-08-25,2025-08-27,,DTDC,Failed
DLV03085,ORD03085,2025-03-06,2025-03-11,,Delhivery,Failed
DLV03086,ORD03086,2025-11-26,2025-11-30,2025-11-30,DTDC,Delivered
DLV03087,ORD03087,2025-07-21,2025-07-27,2025-07-28,XpressBees,Delivered
DLV03088,ORD03088,2025-10-15,2025-10-19,2025-10-18,DTDC,Delivered
DLV03089,ORD03089,2025-09-29,2025-10-04,,XpressBees,Delayed
DLV03090,ORD03090,2025-10-15,2025-10-19,2025-10-20,DTDC,Delivered
DLV03091,ORD03091,2025-10-02,2025-10-09,,DTDC,In Transit
DLV03092,ORD03092,2025-07-05,2025-07-11,,Ecom Express,Out for Delivery
DLV03093,ORD03093,2025-12-14,2025-12-20,,DTDC,Delayed
DLV03094,ORD03094,2025-01-08,2025-01-11,,DTDC,Out for Delivery
DLV03095,ORD03095,2025-05-22,2025-05-28,,Delhivery,In Transit
DLV03096,ORD03096,2025-09-05,2025-09-09,2025-09-10,XpressBees,Delivered
DLV03097,ORD03097,2025-07-17,2025-07-19,,Blue Dart,Failed
DLV03098,ORD03098,2025-12-08,2025-12-11,,DTDC,Out for Delivery
DLV03099,ORD03099,2025-10-29,2025-10-31,,Ecom Express,Failed
DLV03100,ORD03100,2025-09-30,2025-10-04,,XpressBees,In Transit
DLV03101,ORD03101,2025-11-25,2025-11-27,,Ecom Express,Out for Delivery
DLV03102,ORD03102,2025-04-03,2025-04-06,,Ecom Express,In Transit
DLV03103,ORD03103,2025-04-10,2025-04-13,,Blue Dart,Failed
DLV03104,ORD03104,2025-10-17,2025-10-23,2025-10-26,Blue Dart,Delivered
DLV03105,ORD03105,2025-03-19,2025-03-21,,Ecom Express,In Transit
DLV03106,ORD03106,2025-02-07,2025-02-12,,XpressBees,Failed
DLV03107,ORD03107,2025-04-05,2025-04-12,,DTDC,Out for Delivery
DLV03108,ORD03108,2025-07-12,2025-07-17,2025-07-17,XpressBees,Delivered
DLV03109,ORD03109,2025-04-11,2025-04-17,,XpressBees,Failed
DLV03110,ORD03110,2025-11-25,2025-11-29,,Delhivery,Out for Delivery
DLV03111,ORD03111,2025-04-21,2025-04-24,,DTDC,Failed
DLV03112,ORD03112,2025-03-29,2025-04-05,,Ecom Express,Out for Delivery
DLV03113,ORD03113,2025-07-24,2025-07-31,2025-08-02,DTDC,Delivered
DLV03114,ORD03114,2025-09-21,2025-09-28,2025-09-28,XpressBees,Delivered
DLV03115,ORD03115,2025-06-16,2025-06-22,2025-06-22,DTDC,Delivered
DLV03116,ORD03116,2025-08-28,2025-08-30,,XpressBees,In Transit
DLV03117,ORD03117,2025-04-11,2025-04-15,,DTDC,Delayed
DLV03118,ORD03118,2025-03-31,2025-04-06,2025-04-05,Delhivery,Delivered
DLV03119,ORD03119,2025-04-04,2025-04-10,,XpressBees,Out for Delivery
DLV03120,ORD03120,2025-10-01,2025-10-04,2025-10-07,DTDC,Delivered
DLV03121,ORD03121,2025-11-12,2025-11-18,,Delhivery,In Transit
DLV03122,ORD03122,2025-07-26,2025-08-02,,Delhivery,Failed
DLV03123,ORD03123,2025-03-20,2025-03-24,,XpressBees,Failed
DLV03124,ORD03124,2025-06-27,2025-07-02,,Blue Dart,Delayed
DLV03125,ORD03125,2025-04-14,2025-04-18,,Ecom Express,In Transit
DLV03126,ORD03126,2025-09-22,2025-09-29,,Delhivery,Delayed
DLV03127,ORD03127,2025-02-22,2025-02-28,,XpressBees,In Transit
DLV03128,ORD03128,2025-04-19,2025-04-24,2025-04-24,DTDC,Delivered
DLV03129,ORD03129,2025-02-11,2025-02-13,2025-02-13,XpressBees,Delivered
DLV03130,ORD03130,2025-11-15,2025-11-18,,DTDC,Out for Delivery
DLV03131,ORD03131,2025-07-04,2025-07-10,,Delhivery,In Transit
DLV03132,ORD03132,2025-09-30,2025-10-05,,Ecom Express,Failed
DLV03133,ORD03133,2025-10-01,2025-10-05,,XpressBees,Delayed
DLV03134,ORD03134,2025-02-06,2025-02-09,2025-02-12,Blue Dart,Delivered
DLV03135,ORD03135,2025-06-30,2025-07-07,2025-07-06,XpressBees,Delivered
DLV03136,ORD03136,2025-02-03,2025-02-09,,Blue Dart,In Transit
DLV03137,ORD03137,2025-12-26,2025-12-30,,Ecom Express,Out for Delivery
DLV03138,ORD03138,2025-08-03,2025-08-08,,Delhivery,Out for Delivery
DLV03139,ORD03139,2025-10-13,2025-10-16,,XpressBees,Failed
DLV03140,ORD03140,2025-01-23,2025-01-30,,Delhivery,In Transit
DLV03141,ORD03141,2025-09-26,2025-09-29,,Ecom Express,Failed
DLV03142,ORD03142,2025-11-17,2025-11-19,,Delhivery,Delayed
DLV03143,ORD03143,2025-12-08,2025-12-10,,DTDC,Delayed
DLV03144,ORD03144,2025-06-07,2025-06-10,,DTDC,In Transit
DLV03145,ORD03145,2025-08-09,2025-08-13,,Ecom Express,Out for Delivery
DLV03146,ORD03146,2025-09-09,2025-09-14,,Delhivery,Delayed
DLV03147,ORD03147,2025-09-18,2025-09-25,,Blue Dart,Delayed
DLV03148,ORD03148,2025-01-26,2025-02-01,,Ecom Express,Failed
DLV03149,ORD03149,2025-09-13,2025-09-15,,Blue Dart,In Transit
DLV03150,ORD03150,2025-12-05,2025-12-10,,XpressBees,In Transit
DLV03151,ORD03151,2025-12-28,2025-12-30,,Ecom Express,Failed
DLV03152,ORD03152,2025-03-20,2025-03-26,,DTDC,Out for Delivery
DLV03153,ORD03153,2025-03-19,2025-03-22,,Delhivery,Failed
DLV03154,ORD03154,2025-09-07,2025-09-10,,DTDC,Failed
DLV03155,ORD03155,2025-03-22,2025-03-28,,Delhivery,Failed
DLV03156,ORD03156,2025-04-30,2025-05-04,,DTDC,Failed
DLV03157,ORD03157,2025-04-12,2025-04-15,,XpressBees,In Transit
DLV03158,ORD03158,2025-01-04,2025-01-08,,Ecom Express,Delayed
DLV03159,ORD03159,2025-02-04,2025-02-07,,XpressBees,Failed
DLV03160,ORD03160,2025-04-01,2025-04-03,,DTDC,Out for Delivery
DLV03161,ORD03161,2025-12-25,2025-12-27,,Delhivery,Out for Delivery
DLV03162,ORD03162,2025-05-15,2025-05-18,,Blue Dart,In Transit
DLV03163,ORD03163,2025-02-16,2025-02-21,,DTDC,Delayed
DLV03164,ORD03164,2025-12-31,2026-01-05,,DTDC,Delayed
DLV03165,ORD03165,2025-12-27,2025-12-29,,Blue Dart,Failed
DLV03166,ORD03166,2025-01-07,2025-01-11,,DTDC,Out for Delivery
DLV03167,ORD03167,2025-05-09,2025-05-13,,Delhivery,Failed
DLV03168,ORD03168,2025-06-30,2025-07-05,2025-07-06,XpressBees,Delivered
DLV03169,ORD03169,2025-03-23,2025-03-25,,Blue Dart,Failed
DLV03170,ORD03170,2025-08-18,2025-08-20,,DTDC,Delayed
DLV03171,ORD03171,2025-09-25,2025-10-02,,XpressBees,Failed
DLV03172,ORD03172,2025-04-02,2025-04-07,2025-04-10,Blue Dart,Delivered
DLV03173,ORD03173,2025-07-09,2025-07-15,,Ecom Express,Delayed
DLV03174,ORD03174,2025-01-18,2025-01-25,,Ecom Express,Delayed
DLV03175,ORD03175,2025-02-05,2025-02-12,,Delhivery,Delayed
DLV03176,ORD03176,2025-07-28,2025-08-01,,Blue Dart,Failed
DLV03177,ORD03177,2025-01-21,2025-01-27,,Ecom Express,Failed
DLV03178,ORD03178,2025-02-14,2025-02-21,,DTDC,Delayed
DLV03179,ORD03179,2025-11-29,2025-12-03,,XpressBees,In Transit
DLV03180,ORD03180,2025-04-18,2025-04-25,,Ecom Express,Delayed
DLV03181,ORD03181,2025-10-22,2025-10-27,,Blue Dart,In Transit
DLV03182,ORD03182,2025-12-27,2026-01-02,2026-01-04,XpressBees,Delivered
DLV03183,ORD03183,2025-12-12,2025-12-18,,Blue Dart,Failed
DLV03184,ORD03184,2025-07-24,2025-07-29,2025-07-29,DTDC,Delivered
DLV03185,ORD03185,2025-05-30,2025-06-04,,DTDC,In Transit
DLV03186,ORD03186,2025-12-15,2025-12-20,,Ecom Express,Delayed
DLV03187,ORD03187,2025-11-11,2025-11-16,,Delhivery,Out for Delivery
DLV03188,ORD03188,2025-08-21,2025-08-27,,Blue Dart,In Transit
DLV03189,ORD03189,2025-09-04,2025-09-10,2025-09-12,Ecom Express,Delivered
DLV03190,ORD03190,2025-12-21,2025-12-25,,Blue Dart,Out for Delivery
DLV03191,ORD03191,2025-04-17,2025-04-22,2025-04-25,Ecom Express,Delivered
DLV03192,ORD03192,2025-12-12,2025-12-15,,Ecom Express,In Transit
DLV03193,ORD03193,2025-10-17,2025-10-20,,Ecom Express,Failed
DLV03194,ORD03194,2025-04-21,2025-04-27,,Blue Dart,Out for Delivery
DLV03195,ORD03195,2025-05-03,2025-05-06,,Ecom Express,Failed
DLV03196,ORD03196,2025-02-14,2025-02-18,,XpressBees,Failed
DLV03197,ORD03197,2025-06-14,2025-06-21,,Blue Dart,In Transit
DLV03198,ORD03198,2025-04-22,2025-04-28,,Delhivery,Delayed
DLV03199,ORD03199,2025-02-18,2025-02-24,,Ecom Express,Delayed
DLV03200,ORD03200,2025-11-16,2025-11-23,,Blue Dart,Out for Delivery
DLV03201,ORD03201,2025-06-25,2025-07-01,,Delhivery,Out for Delivery
DLV03202,ORD03202,2025-06-26,2025-07-01,,XpressBees,Delayed
DLV03203,ORD03203,2025-01-17,2025-01-22,,Ecom Express,Delayed
DLV03204,ORD03204,2025-07-31,2025-08-06,,Delhivery,Failed
DLV03205,ORD03205,2025-03-08,2025-03-10,,Delhivery,Out for Delivery
DLV03206,ORD03206,2025-04-24,2025-04-27,2025-04-29,Ecom Express,Delivered
DLV03207,ORD03207,2025-11-29,2025-12-03,,Blue Dart,Out for Delivery
DLV03208,ORD03208,2025-06-15,2025-06-19,,DTDC,Failed
DLV03209,ORD03209,2025-11-25,2025-12-02,,Blue Dart,Out for Delivery
DLV03210,ORD03210,2025-04-25,2025-04-30,,Blue Dart,Out for Delivery
